Place_id,Title,Category,Distance,Rating,Closed,Timing,Price
TB-367,,Food,18,2,Nil,9:30–17:325,640
TB-368, 'RATED\n  bad quality'),Food,0,1,Nil,9:30–17:326,749
TB-369,South Grand,Food,11,4,Nil,9:30–17:327,1671
TB-370,Catch-up-ino,Food,26,2,Nil,9:30–17:328,588
TB-371,The Pizzeria,Food,9,4,Nil,9:30–17:329,558
TB-372,Cafe Zone,Food,16,4,Nil,9:30–17:330,1569
TB-373,Ruchis Point,Food,22,1,Nil,9:30–17:331,635
TB-374,Firangi Bake,Food,1,3,Nil,9:30–17:332,1120
TB-375,The Royal Corner - Pai Viceroy,Food,15,2,Nil,9:30–17:333,1342
TB-376,Hara Fine Dine,Food,10,5,Nil,9:30–17:334,1637
TB-377,Chocoberry,Food,4,3,Nil,9:30–17:335,1247
TB-378,Dakshin Grand,Food,13,1,Nil,9:30–17:336,1207
TB-379,Sandwichwallas,Food,7,3,Nil,9:30–17:337,1566
TB-380,Chai Mane,Food,8,2,Nil,9:30–17:338,1798
TB-381,SLV Upachar,Food,22,4,Nil,9:30–17:339,1634
TB-382,Waffle-A-Go Go,Food,12,2,Nil,9:30–17:340,1249
TB-383,Cross Road Cafe,Food,26,2,Nil,9:30–17:341,1558
TB-384,Anand Donne Biriyani,Food,16,3,Nil,9:30–17:342,1769
TB-385,Seven Star,Food,6,5,Nil,9:30–17:343,1718
TB-386,Stop 'N' Joy,Food,11,5,Nil,9:30–17:344,531
TB-387,Sri Yaksha Shiv Sagar,Food,16,4,Nil,9:30–17:345,1068
TB-388,Fudge,Food,0,3,Nil,9:30–17:346,1431
TB-389,Just Bunny,Food,24,2,Nil,9:30–17:347,1373
TB-390,Bakers Town,Food,0,5,Nil,9:30–17:348,708
TB-391,Shree Mahalakshmi Sweets,Food,27,5,Nil,9:30–17:349,545
TB-392,Kaapi Kendra,Food,30,1,Nil,9:30–17:350,1179
TB-393,Ivy,Food,28,2,Nil,9:30–17:351,1594
TB-394,The Airos,Food,9,3,Nil,9:30–17:352,532
TB-395,Chai Kraft,Food,28,1,Nil,9:30–17:353,751
TB-396,Kirthi's Biryani,Food,30,4,Nil,9:30–17:354,518
TB-397,South Point Pub,Food,12,2,Nil,9:30–17:355,1099
TB-398,The Trundle,Food,21,2,Nil,9:30–17:356,627
TB-399,The Krishna Grand Xpress,Food,24,4,Nil,9:30–17:357,1278
TB-400,Sri Krishna Darshini,Food,13,1,Nil,9:30–17:358,1708
TB-401,Shringar Sweets & Snacks,Food,22,2,Nil,9:30–17:359,1383
TB-402,Udupi Grand,Food,21,4,Nil,9:30–17:360,823
TB-403,Ganesh Grand,Food,16,5,Nil,9:30–17:361,857
TB-404,Shreyas Upahar & Burger Point,Food,1,5,Nil,9:30–17:362,1781
TB-405,Coffee Tindi,Food,10,3,Nil,9:30–17:363,1540
TB-406,Little Cafe,Food,16,1,Nil,9:30–17:364,890
TB-407,Mumbai Badam Milk & Lassi Center,Food,17,2,Nil,9:30–17:365,1190
TB-408,Sri Krishna Sagar,Food,3,2,Nil,9:30–17:366,1584
TB-409,Mylari Biryani Family Restaurant,Food,25,2,Nil,9:30–17:367,1431
TB-410,1980s Games Cafe,Food,7,1,Nil,9:30–17:368,1182
TB-411,Kadala Tarangaa,Food,17,4,Nil,9:30–17:369,615
TB-412,,Food,8,5,Nil,9:30–17:370,987
TB-413, 'RATED\n  Not good in taste...'),Food,10,1,Nil,9:30–17:371,1374
TB-414,Namma Biryani,Food,8,1,Nil,9:30–17:372,1709
TB-415,Nandhanu's Rasoi,Food,18,4,Nil,9:30–17:373,1550
TB-416,Hotel Pork Paradise,Food,26,2,Nil,9:30–17:374,1640
TB-417,As On Fire,Food,20,1,Nil,9:30–17:375,1339
TB-418,J K Fish Land,Food,22,4,Nil,9:30–17:376,1201
TB-419,Curry Leaves,Food,11,3,Nil,9:30–17:377,783
TB-420,Lassi Shop,Food,19,3,Nil,9:30–17:378,1664
TB-421,Magic Meals,Food,30,1,Nil,9:30–17:379,1231
TB-422,Desi Cream Junction,Food,0,5,Nil,9:30–17:380,933
TB-423,Drunken Monkey,Food,12,2,Nil,9:30–17:381,1211
TB-424,Ruchi's Corner,Food,6,3,Nil,9:30–17:382,1260
TB-425,Tandoori Bytes,Food,24,2,Nil,9:30–17:383,1145
TB-426,Bangalore Donne Biriyani,Food,17,3,Nil,9:30–17:384,1303
TB-427,SGS Non Veg - Gundu Pulav,Food,19,2,Nil,9:30–17:385,1588
TB-428,Keventers,Food,20,5,Nil,9:30–17:386,616
TB-429,Sree Sagar,Food,28,4,Nil,9:30–17:387,710
TB-430,Navi Food Point,Food,25,2,Nil,9:30–17:388,1617
TB-431,Shawarma Inc,Food,20,2,Nil,9:30–17:389,1639
TB-432,The Cafe Nuts and Bolts,Food,2,3,Nil,9:30–17:390,1410
TB-433,AM WOW,Food,21,5,Nil,9:30–17:391,582
TB-434,Lalbagh Grand,Food,17,1,Nil,9:30–17:392,1787
TB-435,Funjabi Curries,Food,27,2,Nil,9:30–17:393,854
TB-436,Eat Repeat,Food,24,4,Nil,9:30–17:394,1598
TB-437,Salut,Food,22,3,Nil,9:30–17:395,1233
TB-438,Nammura Donne Biriyani,Food,7,5,Nil,9:30–17:396,1475
TB-439,Lassi Stop,Food,24,1,Nil,9:30–17:397,554
TB-440,Dakshin Kitchen,Food,7,3,Nil,9:30–17:398,1458
TB-441,Sri Sai Cafe,Food,20,2,Nil,9:30–17:399,1232
TB-442,Sri Sai 99 Variety Dosa,Food,15,3,Nil,9:30–17:400,1528
TB-443,Utsav Restaurant,Food,26,1,Nil,9:30–17:401,1592
TB-444,Crunch and Munch,Food,18,3,Nil,9:30–17:402,742
TB-445,Food Geek,Food,12,4,Nil,9:30–17:403,1398
TB-446,Sri Krishna Aramane,Food,30,5,Nil,9:30–17:404,1338
TB-447,Great Indian Rolls,Food,13,5,Nil,9:30–17:405,964
TB-448,Chats Point,Food,7,1,Nil,9:30–17:406,896
TB-449,Food Point,Food,21,4,Nil,9:30–17:407,1693
TB-450,Swarga Ruchi,Food,5,1,Nil,9:30–17:408,1142
TB-451,Kolkata King,Food,3,3,Nil,9:30–17:409,1120
TB-452,Sandwich Mama's And Frozen Monster,Food,22,2,Nil,9:30–17:410,742
TB-453,New Rajadhani Spicy,Food,7,2,Nil,9:30–17:411,978
TB-454,Big Mishra Pedha,Food,20,1,Nil,9:30–17:412,1516
TB-455,VEGeatz,Food,6,2,Nil,9:30–17:413,513
TB-456,Foodizo,Food,22,3,Nil,9:30–17:414,1628
TB-457,Food Springs,Food,20,3,Nil,9:30–17:415,1130
TB-458,,Food,21,2,Nil,9:30–17:416,596
TB-459, 'RATED\n  We had been there to have Paneer pops cos apparently this is the only place where we can get them. Unfortunately they did not have it that day,Food,24,3,Nil,9:30–17:417,1386
TB-460,Chung's Chinese Corner,Food,19,2,Nil,9:30–17:418,1310
TB-461,Eurasia Pasta and Barbeque by Little Italy,Food,19,4,Nil,9:30–17:419,1027
TB-462,Goli Vada Pav No. 1,Food,3,4,Nil,9:30–17:420,1682
TB-463,Ragoo's,Food,21,1,Nil,9:30–17:421,1597
TB-464,Pure & Natural,Food,8,3,Nil,9:30–17:422,1140
TB-465,Maiyas,Food,10,1,Nil,9:30–17:423,958
TB-466,Sip n Dine,Food,16,1,Nil,9:30–17:424,1576
TB-467,Cafe Mondo,Food,23,1,Nil,9:30–17:425,993
TB-468,Jalpaan,Food,9,4,Nil,9:30–17:426,840
TB-469,Kataria's Pakwan,Food,27,4,Nil,9:30–17:427,898
TB-470,,Food,24,1,Nil,9:30–17:428,595
TB-471, 'RATED\n  Regret ordering from this place. No timeliness on delivery. Ridiculous if over committed should let customers know and let them seek other option s instead of making them wait endlessly. Would never recommend this place for home delivery. Not sure of the services at the place.'),Food,7,3,Nil,9:30–17:429,1114
TB-472,Juicy Momos,Food,17,1,Nil,9:30–17:430,992
TB-473,Amande Patisserie,Food,29,3,Nil,9:30–17:431,1437
TB-474,Anand Sweets and Savouries,Food,5,2,Nil,9:30–17:432,1061
TB-475,Chicken Hunt,Food,28,2,Nil,9:30–17:433,563
TB-476,Swadesh Tadka,Food,6,3,Nil,9:30–17:434,575
TB-477,Cane-O-La,Food,19,3,Nil,9:30–17:435,1063
TB-478,New Biryani Mane,Food,11,1,Nil,9:30–17:436,1702
TB-479,Upahara Darshini,Food,11,5,Nil,9:30–17:437,1082
TB-480,Karnataka Bhel House,Food,15,2,Nil,9:30–17:438,857
TB-481,Sreeraj Lassi Bar,Food,14,4,Nil,9:30–17:439,1122
TB-482,Juice Junction Food Court,Food,0,5,Nil,9:30–17:440,1080
TB-483,Bunt's Biriyani Palace,Food,23,4,Nil,9:30–17:441,1427
TB-484,,Food,27,3,Nil,9:30–17:442,511
TB-485," """"RATED\n  Best place for chicken leg roast in whole bangalore.Even neer dosa is good.\nBiryani is not good.\nAmbience is not good.\nService is average.\n\nBill won't burn a hole in your pocket."""")",Food,19,2,Nil,9:30–17:443,704
TB-486,Chai Point,Food,10,3,Nil,9:30–17:444,510
TB-487,,Food,23,5,Nil,9:30–17:445,1771
TB-488, ('Rated 4.0',Food,3,4,Nil,9:30–17:446,619
TB-489,Janahaar,Food,4,1,Nil,9:30–17:447,1159
TB-490,Redberrys,Food,18,3,Nil,9:30–17:448,1251
TB-491,Utsav,Food,3,1,Nil,9:30–17:449,927
TB-492,Meat And Eat,Food,20,4,Nil,9:30–17:450,850
TB-493,Snacks Bite,Food,1,2,Nil,9:30–17:451,552
TB-494,The Spice Saga,Food,24,5,Nil,9:30–17:452,1655
TB-495,Dakshin Cafe,Food,19,4,Nil,9:30–17:453,1367
TB-496,Mr. Parathewala,Food,13,2,Nil,9:30–17:454,1597
TB-497,Kaulige Millet Corner,Food,20,2,Nil,9:30–17:455,709
TB-498,Ifruit Ice Cream,Food,30,5,Nil,9:30–17:456,1667
TB-499,Havmor,Food,25,5,Nil,9:30–17:457,1251
TB-500,Grand Food,Food,21,5,Nil,9:30–17:458,1443
TB-501,Dining Hut,Food,12,3,Nil,9:30–17:459,1364
TB-502,7 Hills Garden Restaurant,Food,27,3,Nil,9:30–17:460,1248
TB-503,Desi Swaad,Food,22,4,Nil,9:30–17:461,667
TB-504,Yummy Momos,Food,14,1,Nil,9:30–17:462,1027
TB-505,Masale Daan,Food,29,5,Nil,9:30–17:463,1353
TB-506,Sri Manjunatha Tandoori Corner,Food,27,2,Nil,9:30–17:464,679
TB-507,Grow Fit,Food,26,2,Nil,9:30–17:465,1758
TB-508,The House Of Vadapav,Food,8,5,Nil,9:30–17:466,1456
TB-509,Cutcakes,Food,25,2,Nil,9:30–17:467,1220
TB-510,Lassi Spot,Food,20,1,Nil,9:30–17:468,1662
TB-511,Sandwich Hub,Food,16,2,Nil,9:30–17:469,818
TB-512,Healthy Bakes 'n' Brew,Food,26,1,Nil,9:30–17:470,990
TB-513,Udupi Sri Krishna Cafe,Food,4,1,Nil,9:30–17:471,1773
TB-514,Starlite Bakery & Fastfood,Food,28,5,Nil,9:30–17:472,1583
TB-515,Veganbreak24x7,Food,11,2,Nil,9:30–17:473,1515
TB-516,Aadhya Hotel,Food,16,4,Nil,9:30–17:474,1712
TB-517,Dodda Mane Baaduta,Food,13,5,Nil,9:30–17:475,862
TB-518,Swadd Kitchen,Food,15,3,Nil,9:30–17:476,1168
TB-519,Nandini Milk Parlour and Restaurant,Food,26,3,Nil,9:30–17:477,992
TB-520,Happy Chopsticks,Food,19,5,Nil,9:30–17:478,1577
TB-521,Sai Super Sandwich,Food,11,2,Nil,9:30–17:479,534
TB-522,Right Pizza,Food,1,3,Nil,9:30–17:480,631
TB-523,Udupi Upachar,Food,12,1,Nil,9:30–17:481,1193
TB-524,Davanagere Benne Dose Hut,Food,26,4,Nil,9:30–17:482,701
TB-525,The Sip Shop,Food,17,1,Nil,9:30–17:483,600
TB-526,Jalsa,Food,4,1,Nil,9:30–17:484,818
TB-527,Subz,Food,15,1,Nil,9:30–17:485,1172
TB-528,Rajastani Rasoi,Food,30,2,Nil,9:30–17:486,1311
TB-529,Sri Banashankari Upahara,Food,4,2,Nil,9:30–17:487,1032
TB-530,Cafe Shuffle,Food,26,2,Nil,9:30–17:488,1216
TB-531,Mint and Mustard,Food,1,4,Nil,9:30–17:489,1080
TB-532,Chinese Square,Food,30,5,Nil,9:30–17:490,1608
TB-533,Hyderabad Express,Food,22,1,Nil,9:30–17:491,679
TB-534,Punjabi Raswada,Food,1,4,Nil,9:30–17:492,1549
TB-535,Vinny's,Food,8,5,Nil,9:30–17:493,1103
TB-536,Chetty's Corner,Food,12,3,Nil,9:30–17:494,733
TB-537,Kapoor's Cafe,Food,15,3,Nil,9:30–17:495,1369
TB-538,Donne Biryani & Kabab Corner,Food,23,3,Nil,9:30–17:496,840
TB-539,Sukh Sagar,Food,30,2,Nil,9:30–17:497,641
TB-540,S M V Snacks Corner,Food,10,1,Nil,9:30–17:498,886
TB-541,Andhra Ruchulu,Food,30,3,Nil,9:30–17:499,761
TB-542,The Samosa Co,Food,27,4,Nil,9:30–17:500,874
TB-543,Steaming Mugs,Food,9,5,Nil,9:30–17:501,906
TB-544,San Churro Cafe,Food,6,3,Nil,9:30–17:502,576
TB-545,Rajathadri Food Fort,Food,8,3,Nil,9:30–17:503,846
TB-546,Brew Meister,Food,5,5,Nil,9:30–17:504,1778
TB-547,,Food,26,4,Nil,9:30–17:505,1525
TB-548, ('Rated 3.0',Food,5,2,Nil,9:30–17:506,727
TB-549,Rasoi,Food,4,5,Nil,9:30–17:507,1584
TB-550,Mr. Singh Da Dhaba,Food,20,2,Nil,9:30–17:508,723
TB-551,Kababs N Biryani,Food,22,5,Nil,9:30–17:509,1149
TB-552,Ayodhya Upachar,Food,29,5,Nil,9:30–17:510,925
TB-553,Biriyani Mane,Food,5,2,Nil,9:30–17:511,1384
TB-554,,Food,17,4,Nil,9:30–17:512,1018
TB-555, ('Rated 3.5',Food,1,4,Nil,9:30–17:513,961
TB-556,Cafe Ajfan,Food,13,3,Nil,9:30–17:514,595
TB-557,,Food,6,2,Nil,9:30–17:515,1666
TB-558, ('Rated 4.0',Food,7,3,Nil,9:30–17:516,1254
TB-559,Brundhavana Food Point,Food,24,5,Nil,9:30–17:517,1613
TB-560,SLV Corner Restaurant,Food,16,2,Nil,9:30–17:518,1460
TB-561,Biryani Royals Garden,Food,1,2,Nil,9:30–17:519,1512
TB-562,Hotel New Karavali,Food,8,2,Nil,9:30–17:520,634
TB-563,The Krishna Grand,Food,11,2,Nil,9:30–17:521,961
TB-564,360 Atoms Restaurant And Cafe,Food,15,3,Nil,9:30–17:522,1557
TB-565,Roti Ghar,Food,8,5,Nil,9:30–17:523,885
TB-566,The Coffee Shack,Food,6,4,Nil,9:30–17:524,1665
TB-567,Multi Snacky Hub,Food,14,1,Nil,9:30–17:525,1081
TB-568,Kettle & Kegs,Food,5,3,Nil,9:30–17:526,793
TB-569,Baisakhi,Food,3,1,Nil,9:30–17:527,629
TB-570,Corner House Ice Cream,Food,25,4,Nil,9:30–17:528,1544
TB-571,Poonam Sweets,Food,22,3,Nil,9:30–17:529,1466
TB-572,XO Belgian Waffle,Food,13,1,Nil,9:30–17:530,1188
TB-573,Old Mumbai Ice Cream,Food,5,5,Nil,9:30–17:531,817
TB-574,Cake of the Day,Food,21,3,Nil,9:30–17:532,1222
TB-575,Amma's Pastries,Food,30,3,Nil,9:30–17:533,959
TB-576,Kanti Sweets,Food,0,5,Nil,9:30–17:534,665
TB-577,Sugar Rush,Food,26,2,Nil,9:30–17:535,998
TB-578,Polar Bear,Food,8,4,Nil,9:30–17:536,1597
TB-579,San Churro Cafe,Food,15,1,Nil,9:30–17:537,1647
TB-580,Anand Sweets and Savouries,Food,1,3,Nil,9:30–17:538,1316
TB-581,Ibaco,Food,3,4,Nil,9:30–17:539,528
TB-582,Kirthi's Biryani,Food,13,2,Nil,9:30–17:540,1447
TB-583,The Lassi and Juice Park,Food,24,2,Nil,9:30–17:541,627
TB-584,Stoned Monkey,Food,22,3,Nil,9:30–17:542,1353
TB-585,Parimala Sweets,Food,1,1,Nil,9:30–17:543,607
TB-586,The Big O Bakes,Food,14,5,Nil,9:30–17:544,1605
TB-587,Shree Mahalakshmi Sweets,Food,21,3,Nil,9:30–17:545,708
TB-588,Keventers,Food,19,3,Nil,9:30–17:546,1000
TB-589,Dessert Rose,Food,28,4,Nil,9:30–17:547,1439
TB-590,Thanco's Natural Ice Creams,Food,20,4,Nil,9:30–17:548,1249
TB-591,Corner Stone,Food,29,2,Nil,9:30–17:549,1038
TB-592,Kaggis,Food,28,2,Nil,9:30–17:550,1741
TB-593,Cocoa Bakes,Food,0,5,Nil,9:30–17:551,1058
TB-594,Floured-Baked With Love,Food,13,1,Nil,9:30–17:552,1376
TB-595,CAFE NOVA,Food,5,5,Nil,9:30–17:553,1217
TB-596,Cakes & Slices,Food,4,1,Nil,9:30–17:554,1297
TB-597,Arun Ice Cream,Food,8,1,Nil,9:30–17:555,1057
TB-598,Just Bake,Food,1,5,Nil,9:30–17:556,1061
TB-599,Dharwad Line Bazaar Mishra Pedha,Food,2,1,Nil,9:30–17:557,1056
TB-600,Cake Bite,Food,21,2,Nil,9:30–17:558,914
TB-601,Kwality Wall's Swirl's Happiness Station,Food,28,2,Nil,9:30–17:559,1439
TB-602,Melting Melodies,Food,10,2,Nil,9:30–17:560,880
TB-603,Sweet N Swirl,Food,17,1,Nil,9:30–17:561,664
TB-604,Me And My Cake,Food,1,2,Nil,9:30–17:562,987
TB-605,Mukesh Sweet Centre,Food,15,3,Nil,9:30–17:563,927
TB-606,Darkolates,Food,28,1,Nil,9:30–17:564,1183
TB-607,Sai Super Sandwich,Food,13,5,Nil,9:30–17:565,830
TB-608,Sweet Truth,Food,1,1,Nil,9:30–17:566,841
TB-609,Waffle-A-Go Go,Food,10,4,Nil,9:30–17:567,1064
TB-610,Gopi Ice Creams,Food,18,1,Nil,9:30–17:568,1738
TB-611,Sri Venkateshwara Sweet Meat Stall,Food,5,1,Nil,9:30–17:569,917
TB-612,Baskin Robbins,Food,24,3,Nil,9:30–17:570,1584
TB-613,Redberrys,Food,27,4,Nil,9:30–17:571,946
TB-614,Amande Patisserie,Food,24,2,Nil,9:30–17:572,1691
TB-615,Srinivasa Brahmins Bakery,Food,24,4,Nil,9:30–17:573,1540
TB-616,Jain Bakes,Food,20,3,Nil,9:30–17:574,1400
TB-617,Cake Ghar,Food,1,3,Nil,9:30–17:575,1745
TB-618,KC Das - Sweet Spot,Food,0,4,Nil,9:30–17:576,1577
TB-619,Sugar Stars Co,Food,1,4,Nil,9:30–17:577,1284
TB-620,Diabetics Dezire Sugarless Sweets and Bakes,Food,15,5,Nil,9:30–17:578,1016
TB-621,Cake Yard,Food,27,1,Nil,9:30–17:579,1395
TB-622,Iceberg Icecreams,Food,14,4,Nil,9:30–17:580,699
TB-623,A2B Veg - Adyar Ananda Bhavan,Food,6,5,Nil,9:30–17:581,980
TB-624,Bombay Kulfis,Food,15,1,Nil,9:30–17:582,1574
TB-625,Sri Krishna Sweets,Food,24,3,Nil,9:30–17:583,1303
TB-626,Cake Art,Food,6,3,Nil,9:30–17:584,668
TB-627,Cakecraft,Food,21,1,Nil,9:30–17:585,879
TB-628,Asha Sweets Centre,Food,23,3,Nil,9:30–17:586,1440
TB-629,My Tea House,Food,29,4,Nil,9:30–17:587,817
TB-630,The Krishna Grand,Food,9,1,Nil,9:30–17:588,1008
TB-631,Sea Spice by 7 Star,Food,19,4,Nil,9:30–17:589,800
TB-632,Mini Punjabi Dhaba,Food,12,4,Nil,9:30–17:590,956
TB-633,Onesta,Food,28,3,Nil,9:30–17:591,1320
TB-634,Wamama,Food,11,5,Nil,9:30–17:592,568
TB-635,,Food,5,4,Nil,9:30–17:593,1036
TB-636, 'RATED\n  First thing about this place is.. PAN Asian cuisine.. there are hardly any place which serves sushi etc in this part of Bangalore.. you can park your vehicle at BDA Complex parking.. and enjoy your evening peacefully.. ambiance is nice... food is delicious..\nwe tried veg dim sum platter,Food,11,5,Nil,9:30–17:594,1475
TB-637,Jalsa,Food,24,1,Nil,9:30–17:595,1736
TB-638,Vinny's,Food,28,4,Nil,9:30–17:596,1080
TB-639,Jcubez,Food,19,4,Nil,9:30–17:597,745
TB-640,Gustoes Beer House,Food,0,4,Nil,9:30–17:598,865
TB-641,Penthouse Cafe,Food,2,5,Nil,9:30–17:599,1404
TB-642,Spice Elephant,Food,17,4,Nil,9:30–17:600,1514
TB-643,Smacznego,Food,17,3,Nil,9:30–17:601,744
TB-644,CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Down The Alley,Food,26,3,Nil,9:30–17:602,1245
TB-645,Cafe Shuffle,Food,30,3,Nil,9:30–17:603,565
TB-646,The Coffee Shack,Food,14,3,Nil,9:30–17:604,1239
TB-647,Peppy Peppers,Food,21,3,Nil,9:30–17:605,1531
TB-648,,Food,7,5,Nil,9:30–17:606,981
TB-649," """"RATED\n  Roof top peppy peppers cafe ...\nIt's really superb ambiance ",Food,15,3,Nil,9:30–17:607,917
TB-650,Anna Kuteera,Food,25,5,Nil,9:30–17:608,972
TB-651,Szechuan Dragon,Food,17,5,Nil,9:30–17:609,1180
TB-652,1947,Food,4,1,Nil,9:30–17:610,663
TB-653,Caf-Eleven,Food,18,4,Nil,9:30–17:611,826
TB-654,Thamboola,Food,20,1,Nil,9:30–17:612,745
TB-655,Ferment,Food,6,2,Nil,9:30–17:613,1225
TB-656,Havyaka Mess,Food,3,4,Nil,9:30–17:614,1567
TB-657,San Churro Cafe,Food,23,4,Nil,9:30–17:615,1757
TB-658,Cafe Vivacity,Food,26,5,Nil,9:30–17:616,895
TB-659,Chung Wah,Food,8,5,Nil,9:30–17:617,970
TB-660,Vietnamese Kitchen,Food,26,4,Nil,9:30–17:618,571
TB-661,Blue Wings Bar & Restaurant,Food,17,4,Nil,9:30–17:619,1175
TB-662,Anand Sweets and Savouries,Food,30,3,Nil,9:30–17:620,1247
TB-663,Catch-up-ino,Food,15,5,Nil,9:30–17:621,1779
TB-664,Kirthi's Biryani,Food,29,1,Nil,9:30–17:622,620
TB-665,T3H Cafe,Food,29,3,Nil,9:30–17:623,1520
TB-666,Srikrishna Bhavan,Food,13,3,Nil,9:30–17:624,1182
TB-667,Dal Tadkaa,Food,28,4,Nil,9:30–17:625,1006
TB-668,,Food,3,1,Nil,9:30–17:626,1243
TB-669," """"RATED\n  The buffet is inr 330 pp all incl. But the quality is very mediocre",Food,3,3,Nil,9:30–17:627,1700
TB-670,360 Atoms Restaurant And Cafe,Food,10,5,Nil,9:30–17:628,1101
TB-671,New Imperial Restaurant,Food,19,5,Nil,9:30–17:629,878
TB-672,The Vintage Cafe,Food,21,5,Nil,9:30–17:630,1013
TB-673,Green Gardenia,Food,17,2,Nil,9:30–17:631,1413
TB-674,Parimala Sweets,Food,6,2,Nil,9:30–17:632,1652
TB-675,Vaishali Deluxe,Food,22,2,Nil,9:30–17:633,793
TB-676,Paradise Premium,Food,16,1,Nil,9:30–17:634,1258
TB-677,Kadala Tarangaa,Food,5,4,Nil,9:30–17:635,1625
TB-678,,Food,12,3,Nil,9:30–17:636,523
TB-679, 'RATED\n  The Fish thali here was amazing! The fish curry to be specific was really nice and the quantity given is also a lot. One portion is enough for two people! Easy on the pocket and really good taste too!'),Food,21,5,Nil,9:30–17:637,1524
TB-680,My Tea House,Food,25,1,Nil,9:30–17:638,679
TB-681,Vi Ra's Bar and Restaurant,Food,23,2,Nil,9:30–17:639,1454
TB-682,Annapooraneshwari Mess,Food,19,4,Nil,9:30–17:640,1009
TB-683,Sri Yaksha Shiv Sagar,Food,15,3,Nil,9:30–17:641,938
TB-684,7 Hills Restaurant,Food,21,5,Nil,9:30–17:642,1391
TB-685,Nandhini Deluxe,Food,14,1,Nil,9:30–17:643,1387
TB-686,Corner Stone,Food,11,2,Nil,9:30–17:644,1424
TB-687,Karavali Fish Center,Food,3,5,Nil,9:30–17:645,920
TB-688,Ayda Persian Kitchen,Food,30,1,Nil,9:30–17:646,909
TB-689,J Spice,Food,20,3,Nil,9:30–17:647,1285
TB-690,Swadesh Tadka,Food,20,4,Nil,9:30–17:648,980
TB-691,Iyer's Tiffin Centre,Food,5,1,Nil,9:30–17:649,816
TB-692,Kydz Adda,Food,26,4,Nil,9:30–17:650,1012
TB-693,K27 - The Pub,Food,12,4,Nil,9:30–17:651,1620
TB-694,Kotian Karavali Restaurant,Food,19,2,Nil,9:30–17:652,855
TB-695,Food Box Cafe,Food,11,3,Nil,9:30–17:653,1676
TB-696,Hide Out Cafe,Food,12,4,Nil,9:30–17:654,531
TB-697,Linnet Bar & Restaurant,Food,7,4,Nil,9:30–17:655,701
TB-698,CAFE NOVA,Food,21,3,Nil,9:30–17:656,1577
TB-699,Darbar,Food,25,1,Nil,9:30–17:657,1305
TB-700,Sri Ganesh Juice and Chats,Food,8,1,Nil,9:30–17:658,1300
TB-701,Manifest Cafe,Food,12,1,Nil,9:30–17:659,1661
TB-702,Beijing Bites,Food,4,5,Nil,9:30–17:660,1227
TB-703,Karavali Lunch Home,Food,17,1,Nil,9:30–17:661,638
TB-704,The Pizzeria,Food,23,2,Nil,9:30–17:662,620
TB-705,Sri Krishna Sagar,Food,6,4,Nil,9:30–17:663,1792
TB-706,Lassi Stop,Food,11,1,Nil,9:30–17:664,1171
TB-707,Banashankari Nati Style,Food,30,2,Nil,9:30–17:665,961
TB-708,Sea Green Cafe,Food,23,2,Nil,9:30–17:666,1395
TB-709,Cafe Coffee Day,Food,29,3,Nil,9:30–17:667,1511
TB-710,SLN Bar and Restaurant,Food,13,4,Nil,9:30–17:668,775
TB-711,Kaumudis Juoice,Food,25,2,Nil,9:30–17:669,1027
TB-712,Parijatha Paradise,Food,7,2,Nil,9:30–17:670,1709
TB-713,As On Fire,Food,13,4,Nil,9:30–17:671,945
TB-714,Pizza Hut,Food,29,2,Nil,9:30–17:672,1181
TB-715,New Prashanth Hotel,Food,19,1,Nil,9:30–17:673,1718
TB-716,Taaza Thindi,Food,28,1,Nil,9:30–17:674,1133
TB-717,Hyderabad Express,Food,10,5,Nil,9:30–17:675,1089
TB-718,Ayodhya Upachar,Food,14,5,Nil,9:30–17:676,1390
TB-719,Petoo,Food,9,1,Nil,9:30–17:677,567
TB-720,Roving Feast,Food,30,1,Nil,9:30–17:678,965
TB-721,KFC,Food,27,5,Nil,9:30–17:679,551
TB-722,Five Star Chicken,Food,11,2,Nil,9:30–17:680,1592
TB-723,Gama Gama,Food,13,3,Nil,9:30–17:681,1747
TB-724,Hotel New Karavali,Food,8,2,Nil,9:30–17:682,1447
TB-725,Kaapi Corner,Food,14,1,Nil,9:30–17:683,1393
TB-726,McDonald's,Food,18,1,Nil,9:30–17:684,1683
TB-727,Sri Laxmi Venkateshwara Coffee Bar,Food,14,2,Nil,9:30–17:685,1765
TB-728,Bhattara Bhojana,Food,30,5,Nil,9:30–17:686,1641
TB-729,Davanagere Benne Dose Hut,Food,3,3,Nil,9:30–17:687,858
TB-730,Utsav Restaurant,Food,29,4,Nil,9:30–17:688,1706
TB-731,Messy Bowl,Food,1,5,Nil,9:30–17:689,741
TB-732,Devanna Dum Biriyani Centre,Food,25,5,Nil,9:30–17:690,1337
TB-733,Janahaar,Food,13,4,Nil,9:30–17:691,774
TB-734,Stop 'N' Joy,Food,1,3,Nil,9:30–17:692,1598
TB-735,Dodda Mane Baaduta,Food,9,4,Nil,9:30–17:693,1648
